# Logfile created on 2026-03-28 00:57:04 +0100 by logger.rb/v1.5.3
2026-03-28 00:57:04 +0100: Memory Usage (436820K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/HPA_to_PADS.gds
2026-03-28 00:57:04 +0100: Memory Usage (436820K) : Ruby Version for klayout: 3.2.3
2026-03-28 00:57:04 +0100: Memory Usage (439268K) : Loading database to memory is complete.
2026-03-28 00:57:04 +0100: Memory Usage (439496K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/drc_run_HPA/HPA_to_PADS_HPA_metalnfiller.lyrdb
2026-03-28 00:57:04 +0100: Memory Usage (439496K) : Evaluate switches.
2026-03-28 00:57:04 +0100: Memory Usage (439496K) : tables selected: metalnfiller
2026-03-28 00:57:04 +0100: Memory Usage (439496K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-28 00:57:04 +0100: Memory Usage (439496K) : flat mode is enabled.
2026-03-28 00:57:04 +0100: Memory Usage (442592K) : activ_iopc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (442592K) : activ_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (442592K) : biwind_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (442592K) : biwind_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (442592K) : pemwind_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443036K) : gatpoly_drw has 108 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_pin has 124 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_filler has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_nofill has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_iopc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (443272K) : gatpoly_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : cont_drw has 16803 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : cont_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : nsd_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : nsd_block has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_drw has 390 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_pin has 515 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_mask has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_filler has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_nofill has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_slit has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_text has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_res has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_iprobe has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : metal1_diffprb has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : passiv_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : passiv_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : passiv_sbump has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : passiv_pillar has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449340K) : passiv_pdl has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_drw has 98 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_pin has 12 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_mask has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_filler has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_nofill has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_slit has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_text has 1 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_res has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_iprobe has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : metal2_diffprb has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : baspoly_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : baspoly_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : psd_drw has 24 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : nldb_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : digibnd_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : via1_drw has 9590 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_mask has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_filler has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_nofill has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_slit has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_text has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_res has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_iprobe has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backmetal1_diffprb has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : backpassiv_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : res_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : sram_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : trans_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : ind_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : ind_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : ind_text has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (449664K) : salblock_drw has 7 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : via2_drw has 10845 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_drw has 75 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_pin has 13 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_mask has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_filler has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_nofill has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_slit has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_text has 5 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_noqrc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_res has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_iprobe has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450572K) : metal3_diffprb has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : nwell_drw has 5 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : nwell_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : nbulay_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : nbulay_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : nbulay_block has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : emwind_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : emwind_opc has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : deepco_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : deepco_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : mim_drw has 2 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : edgeseal_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (450836K) : edgeseal_bound has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451100K) : substrate_drw has 723 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451364K) : substrate_text has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451364K) : dfpad_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451364K) : dfpad_pillar has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451364K) : dfpad_sbump has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451628K) : thickgateox_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451628K) : pldb_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451892K) : pwell_drw has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451892K) : pwell_pin has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (451892K) : pwell_block has 0 polygons
2026-03-28 00:57:04 +0100: Memory Usage (452156K) : ic_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : via3_drw has 14951 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_drw has 48 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_pin has 3 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_mask has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_text has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_opc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_noqrc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_res has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_iprobe has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : metal4_diffprb has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : heattrans_drw has 421 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : heatres_drw has 7 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : pempoly_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : fbe_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : empoly_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : ldmos_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : pbiwind_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : digisub_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : nodrc_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (455588K) : text_drw has 1107 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : via4_drw has 14844 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_drw has 39 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_pin has 4 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_mask has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_text has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_opc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_noqrc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_res has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_iprobe has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : metal5_diffprb has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : radhard_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : memcap_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : varicap_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : flash_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : intbondvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : intbondmet_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : devbondvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : devbondmet_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : devtrench_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : redist_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphbot_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphtop_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : antvia1_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : antmetal2_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphcont_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : siwg_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : siwg_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : siwg_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : sigrating_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : singrating_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphpas_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : emwind3_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : emwihv3_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : redbulay_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : smos_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphpad_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : polimide_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : polimide_pin has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_pin has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_esd has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_diode has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_tsv has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_iprobe has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_diffprb has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_pillar has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_sbump has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_otp has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_pdiode has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_mom has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : recog_pcm has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : colopen_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmetal1_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmetal1_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmetal1_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmetal1_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmetal1_opc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmet1l_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmet1l_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmet1l_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmet1l_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphmet1l_opc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : extblock_drw has 5 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : nldd_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : pldd_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : next_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : pext_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : nexthv_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : pexthv_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : graphgate_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : sinwg_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : sinwg_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : sinwg_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : mempad_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topvia1_drw has 3590 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_drw has 16 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_pin has 11 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_mask has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_text has 1 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_noqrc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_res has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_iprobe has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal1_diffprb has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : inldpwl_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : polyres_drw has 7 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : polyres_pin has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : vmim_drw has 578 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : nbulaycut_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : antmetal1_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topvia2_drw has 1024 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal2_drw has 4 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457436K) : topmetal2_pin has 1 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457700K) : topmetal2_mask has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457700K) : topmetal2_filler has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457700K) : topmetal2_nofill has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457964K) : topmetal2_slit has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457964K) : topmetal2_text has 1 polygons
2026-03-28 00:57:05 +0100: Memory Usage (457964K) : topmetal2_noqrc has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : topmetal2_res has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : topmetal2_iprobe has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : topmetal2_diffprb has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : snsring_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : sensor_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : snsarms_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : snscmosvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : colwind_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : flm_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : hafniumox_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : memvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : thinfilmres_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : rfmem_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2m3 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2m4 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2m5 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2tm1 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2tm2 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m3m4 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m3m5 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m3tm1 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m3tm2 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m4m5 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m4tm1 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m4tm2 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m5tm1 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m5tm2 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_tm1tm2 has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m1sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m2sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m3sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m4sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_m5sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_tm1sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : norcx_tm2sub has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : snsbotvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : snstopvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : deepvia_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : fgetch_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : ctrgat_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : fgimp_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : emwihv_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : lbe_drw has 0 polygons
2026-03-28 00:57:05 +0100: Memory Usage (458228K) : alcustop_drw has 0 polygons
