# Logfile created on 2026-03-25 02:32:55 +0100 by logger.rb/v1.5.3
2026-03-25 02:32:55 +0100: Memory Usage (435508K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/OTA_Telescopic_TOP_wp.gds
2026-03-25 02:32:55 +0100: Memory Usage (435508K) : Ruby Version for klayout: 3.2.3
2026-03-25 02:32:55 +0100: Memory Usage (435508K) : Loading database to memory is complete.
2026-03-25 02:32:55 +0100: Memory Usage (437064K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/drc_run_OTA_Telescopic_TOP_wp/OTA_Telescopic_TOP_wp_OTA_Telescopic_TOP_wp_psd.lyrdb
2026-03-25 02:32:55 +0100: Memory Usage (437064K) : Evaluate switches.
2026-03-25 02:32:55 +0100: Memory Usage (437064K) : tables selected: psd
2026-03-25 02:32:55 +0100: Memory Usage (437064K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 02:32:55 +0100: Memory Usage (437064K) : deep mode is enabled.
2026-03-25 02:32:56 +0100: Memory Usage (446604K) : metal5_pin has 12 polygons
2026-03-25 02:32:56 +0100: Memory Usage (446868K) : metal5_mask has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (446868K) : metal5_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (446868K) : metal5_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (446868K) : metal5_slit has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (446868K) : metal5_text has 18 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447132K) : metal5_opc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447132K) : metal5_noqrc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447132K) : metal5_res has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447132K) : metal5_iprobe has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447132K) : metal5_diffprb has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447380K) : radhard_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447504K) : memcap_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447504K) : varicap_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447504K) : flash_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447764K) : intbondvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447764K) : intbondmet_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447764K) : devbondvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447764K) : devbondmet_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (447764K) : devtrench_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448028K) : redist_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448028K) : graphbot_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448028K) : graphtop_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448028K) : antvia1_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448028K) : antmetal2_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448292K) : graphcont_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448292K) : siwg_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448292K) : siwg_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448292K) : siwg_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448496K) : sigrating_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448496K) : singrating_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448496K) : graphpas_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448756K) : emwind3_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448756K) : emwihv3_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448756K) : redbulay_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448756K) : smos_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (448756K) : graphpad_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449020K) : polimide_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449060K) : polimide_pin has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449060K) : recog_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449060K) : recog_pin has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449060K) : recog_esd has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_diode has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_tsv has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_iprobe has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_diffprb has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_pillar has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_sbump has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449320K) : recog_otp has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : recog_pdiode has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : recog_mom has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : recog_pcm has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : colopen_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : graphmetal1_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : graphmetal1_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449584K) : graphmetal1_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmetal1_slit has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmetal1_opc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmet1l_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmet1l_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmet1l_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (449848K) : graphmet1l_slit has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450112K) : graphmet1l_opc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450112K) : extblock_drw has 21 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450112K) : nldd_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450112K) : pldd_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450376K) : next_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450376K) : pext_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450376K) : nexthv_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450376K) : pexthv_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450376K) : graphgate_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : sinwg_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : sinwg_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : sinwg_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : mempad_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : topvia1_drw has 924 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : topmetal1_drw has 120 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450640K) : topmetal1_pin has 15 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_mask has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_slit has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_text has 4 polygons
2026-03-25 02:32:56 +0100: Memory Usage (450904K) : topmetal1_noqrc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451168K) : topmetal1_res has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451168K) : topmetal1_iprobe has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451168K) : topmetal1_diffprb has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451168K) : inldpwl_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451168K) : polyres_drw has 7 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451432K) : polyres_pin has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451432K) : vmim_drw has 578 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451432K) : nbulaycut_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451432K) : antmetal1_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451696K) : topvia2_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451696K) : topmetal2_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451696K) : topmetal2_pin has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451696K) : topmetal2_mask has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451696K) : topmetal2_filler has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451960K) : topmetal2_nofill has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451960K) : topmetal2_slit has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451960K) : topmetal2_text has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451960K) : topmetal2_noqrc has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (451960K) : topmetal2_res has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452224K) : topmetal2_iprobe has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452224K) : topmetal2_diffprb has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452224K) : snsring_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452224K) : sensor_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452224K) : snsarms_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452488K) : snscmosvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452488K) : colwind_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452488K) : flm_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452488K) : hafniumox_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452488K) : memvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : thinfilmres_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : rfmem_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : norcx_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : norcx_m2m3 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : norcx_m2m4 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : norcx_m2m5 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (452752K) : norcx_m2tm1 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m2tm2 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m3m4 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m3m5 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m3tm1 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m3tm2 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m4m5 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453016K) : norcx_m4tm1 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m4tm2 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m5tm1 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m5tm2 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_tm1tm2 has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m1sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m2sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453280K) : norcx_m3sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : norcx_m4sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : norcx_m5sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : norcx_tm1sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : norcx_tm2sub has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : snsbotvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453544K) : snstopvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453808K) : deepvia_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453808K) : fgetch_drw has 0 polygons
2026-03-25 02:32:56 +0100: Memory Usage (453808K) : ctrgat_drw has 0 polygons
